fuel;additive;component
1.294887039;0.8;1.2
1.070154578;0.8;3.5
1;0.8;4.5
0.903804994;0.8;6.6
0.80489893;0.8;8.9
1.142687277;0.6;1
0.903804994;0.6;4.9
0.725505351;0.6;8
0.650624257;0.6;9.5
1.310344828;1;0.8
1.275862069;1;1.4
1.117598098;1;4.5
1;1;6.5
0.903804994;1;8.4
