fuel;additive;component
1.294887039;0.8;23
1.070154578;0.8;15
1;0.8;14
0.903804994;0.8;11
0.80489893;0.8;6
1.142687277;0.6;38
0.903804994;0.6;23
0.725505351;0.6;13
0.650624257;0.6;7
1.310344828;1;26
1.275862069;1;23
1.117598098;1;11
1;1;7
0.903804994;1;3
