fuel;additive;component
1.294887039;0.8;200
1.070154578;0.8;112
1;0.8;88
0.903804994;0.8;60
0.80489893;0.8;87
1.142687277;0.6;87
0.903804994;0.6;52
0.725505351;0.6;43
0.650624257;0.6;77
1.310344828;1;250
1.275862069;1;90
1.117598098;1;85
1;1;85
0.903804994;1;220
1.35;0.8;500
0.7;0.8;500
1.2;0.6;500
0.6;0.6;500
1.35;1;500
0.85;1;500
