fuel,additive,component
0.689655172,0.6,9.025651865530635
0.6959247644848485,0.6,9.025651865530635
0.702194356969697,0.6,9.025651865530635
0.7084639494545455,0.6,9.025651865530635
0.714733541939394,0.6,9.025651865530635
0.7210031344242425,0.6,9.002612176714734
0.727272726909091,0.6,8.89598002862583
0.7335423193939394,0.6,8.761870883277924
0.7398119118787879,0.6,8.63573645974876
0.7460815043636364,0.6,8.508083369726428
0.7523510968484849,0.6,8.37958502606576
0.7586206893333334,0.6,8.246844593771922
0.7648902818181819,0.6,8.112524811675168
0.7711598743030303,0.6,7.981546684541973
0.7774294667878788,0.6,7.852585278135606
0.7836990592727273,0.6,7.723735473135715
0.7899686517575758,0.6,7.593975052775612
0.7962382442424243,0.6,7.46285207875955
0.8025078367272728,0.6,7.330158559462955
0.8087774292121213,0.6,7.19579287118478
0.8150470216969697,0.6,7.059705735789203
0.8213166141818182,0.6,6.920414400206906
0.8275862066666667,0.6,6.778864727776829
0.8338557991515152,0.6,6.635579181670227
0.8401253916363637,0.6,6.490624117202577
0.8463949841212122,0.6,6.3440937635464465
0.8526645766060607,0.6,6.196114426651114
0.8589341690909091,0.6,6.046852328323343
0.8652037615757576,0.6,5.896526275960396
0.8714733540606061,0.6,5.745425822820431
0.8777429465454546,0.6,5.593932024607064
0.8840125390303031,0.6,5.442526909576568
0.8902821315151516,0.6,5.291757339715085
0.896551724,0.6,5.142112170805818
0.9028213164848485,0.6,4.9938400006698265
0.909090908969697,0.6,4.846853882963719
0.9153605014545455,0.6,4.7008253685910155
0.921630093939394,0.6,4.55536554510541
0.9278996864242425,0.6,4.410146728278061
0.934169278909091,0.6,4.266905167482015
0.9404388713939394,0.6,4.126514643322789
0.9467084638787879,0.6,3.9854541050548637
0.9529780563636364,0.6,3.8437478769120483
0.9592476488484849,0.6,3.7014325506844705
0.9655172413333334,0.6,3.5585509677835665
0.9717868338181819,0.6,3.4151496138169413
0.9780564263030304,0.6,3.269712353384955
0.9843260187878788,0.6,3.1227692088680348
0.9905956112727273,0.6,2.9759535661508894
0.9968652037575758,0.6,2.82939631338525
1.0031347962424242,0.6,2.6832620354056487
1.0094043887272728,0.6,2.537758951751065
1.0156739812121214,0.6,2.3931534542568955
1.0219435736969698,0.6,2.2497911631443004
1.0282131661818181,0.6,2.1081269549128026
1.0344827586666667,0.6,1.9648379900858588
1.0407523511515153,0.6,1.8198302698094904
1.0470219436363637,0.6,1.6753788727499308
1.053291536121212,0.6,1.5395887294580857
1.0595611286060607,0.6,1.4146708784157709
1.0658307210909093,0.6,1.2822683627527245
1.0721003135757576,0.6,1.1834558416236765
1.078369906060606,0.6,1.0838377479096848
1.0846394985454546,0.6,0.9970957244684957
