fuel;additive;component
1.137931034;0.8;1.20
1.034482759;0.8;3.50
1.000000000;0.8;4.50
0.896551724;0.8;6.60
0.827586207;0.8;8.90
1.068965517;0.6;1.00
0.896551724;0.6;4.90
0.758620690;0.6;8.00
0.689655172;0.6;9.50
1.310344828;1.0;0.80
1.275862069;1.0;1.40
1.103448276;1.0;4.50
1.000000000;1.0;6.50
0.896551724;1.0;8.40
