fuel;additive;component
1.137931034;0.8;23
1.034482759;0.8;15
1.000000000;0.8;14
0.896551724;0.8;11
0.827586207;0.8;6
1.068965517;0.6;38
0.896551724;0.6;23
0.758620690;0.6;13
0.689655172;0.6;7
1.310344828;1.0;26
1.275862069;1.0;23
1.103448276;1.0;11
1.000000000;1.0;7
0.896551724;1.0;3
